ID,Name,Team,From,To
145093,Liam Hall,Bradford PA,2021-09-01,2023-08-01
96140,Matthew Platt,Bradford,2022-05-01,2024-02-01
96140,Matthew Platt,Barrow,2020-07-01,2022-05-01
96140,Matthew Platt,Barrow,2019-09-01,2020-07-01
96140,Matthew Platt,Southport,2019-02-01,2019-05-01
96140,Matthew Platt,Accrington,2018-08-01,2019-01-01
96140,Matthew Platt,Barrow,2017-02-01,2017-05-01
182812,Harley Mills,Peterborough,2023-08-01,2024-02-01
183613,Theo Cutler,Exeter,2023-09-01,2024-02-01
126233,Chem Campbell,Wycombe,2024-01-01,2024-02-01
126233,Chem Campbell,Charlton,2023-08-01,2024-01-01
126233,Chem Campbell,Wycombe,2023-01-01,2023-05-01
145236,Joseph Taylor,Lincoln,2024-01-01,2024-02-01
145236,Joseph Taylor,Colchester,2023-08-01,2024-01-01
145236,Joseph Taylor,Luton,2023-01-01,2024-02-01
145236,Joseph Taylor,Peterborough,2022-03-01,2023-01-01
145236,Joseph Taylor,King's Lynn,2021-10-01,2022-03-01
75686,Kenny Tete,Fulham,2020-09-01,2024-02-01
75686,Kenny Tete,Lyon,2017-07-01,2020-09-01
75686,Kenny Tete,Ajax,2014-04-01,2017-07-01
116152,Sam Mc Callum,QPR,2021-07-01,2022-05-01
116152,Sam Mc Callum,Coventry,2020-09-01,2021-06-01
116152,Sam Mc Callum,Coventry,2020-02-01,2020-07-01
116152,Sam Mc Callum,Norwich,2020-01-01,2024-02-01
116152,Sam Mc Callum,Coventry,2018-08-01,2020-01-01
43400,Simon Eastwood,Oxford,2016-06-01,2024-02-01
43400,Simon Eastwood,Blackburn,2013-05-01,2016-06-01
43400,Simon Eastwood,Portsmouth,2012-07-01,2013-05-01
43400,Simon Eastwood,Halifax,2011-08-01,2012-07-01
43400,Simon Eastwood,Oxford,2010-08-01,2011-06-01
43400,Simon Eastwood,Bradford,2009-07-01,2010-06-01
43400,Simon Eastwood,Woking,2008-11-01,2009-05-01
97027,Owen Dale,Oxford,2024-02-01,2024-02-01
97027,Owen Dale,Portsmouth,2022-07-01,2023-05-01
97027,Owen Dale,Blackpool,2022-01-01,2024-02-01
97027,Owen Dale,Blackpool,2021-09-01,2022-01-01
97027,Owen Dale,Altrincham,2018-08-01,2019-07-01
97027,Owen Dale,Crewe,2016-07-01,2022-01-01
178183,Harvey Davies,Crewe,2023-07-01,2024-02-01
110101,Lewis O Brien,Middlesbrough,2023-08-01,2024-02-01
110101,Lewis O Brien,DC United,2023-03-01,2023-07-01
110101,Lewis O Brien,Nottm Forest,2022-07-01,2024-02-01
110101,Lewis O Brien,Bradford,2018-08-01,2019-05-01
110101,Lewis O Brien,Huddersfield,2018-01-01,2022-07-01
45924,Anthony Pilkington,Fleetwood,2021-07-01,2024-02-01
45924,Anthony Pilkington,Wigan,2019-01-01,2020-07-01
45924,Anthony Pilkington,Cardiff,2014-08-01,2019-01-01
45924,Anthony Pilkington,Norwich,2011-07-01,2014-08-01
45924,Anthony Pilkington,Huddersfield,2009-01-01,2011-07-01
135067,Toby Collyer,Man Utd ,2022-10-01,2024-02-01
135067,Toby Collyer,Brighton ,2020-09-01,2022-09-01
67902,Ricardo Santos,Bolton,2020-08-01,2024-02-01
67902,Ricardo Santos,Barnet,2017-01-01,2020-08-01
67902,Ricardo Santos,Peterborough,2014-01-01,2017-01-01
144494,Miguel Ngwa,Northampton,2021-08-01,2024-02-01
110862,Elliot Bonds,Kidderminster,2021-10-01,2022-01-01
110862,Elliot Bonds,Cheltenham,2021-07-01,2024-02-01
110862,Elliot Bonds,Cheltenham,2020-08-01,2020-11-01
110862,Elliot Bonds,Hull,2019-09-01,2021-07-01
110862,Elliot Bonds,Dag & Red,2017-07-01,2019-09-01
132436,Finley Shrimpton,Scunthorpe,2020-07-01,2024-02-01
125428,Joel Torrance,Salford,2021-08-01,2024-02-01
125428,Joel Torrance,Altrincham,2019-07-01,2021-08-01
65271,Kortney Hause,Watford,2022-08-01,2023-06-01
65271,Kortney Hause,Aston Villa,2019-06-01,2024-02-01
65271,Kortney Hause,Aston Villa,2019-01-01,2019-06-01
65271,Kortney Hause,Gillingham,2014-07-01,2014-11-01
65271,Kortney Hause,Wolves,2014-01-01,2019-06-01
137347,Noah Ohio,Hull,2024-01-01,2024-02-01
137347,Noah Ohio,St Liege,2022-07-01,2024-02-01
137347,Noah Ohio,Aus. Vienna,2021-07-01,2022-06-01
137347,Noah Ohio,Vitesse Arn.,2021-01-01,2021-06-01
146002,Glenn Mc Connell,St Albans,2023-02-01,2023-05-01
146002,Glenn Mc Connell,Cambridge U,2021-11-01,2024-02-01
171365,Josh Miles,Blackpool,2023-11-01,2024-02-01
171365,Josh Miles,Southport,2022-12-01,2023-11-01
69808,Ryan Haynes,Northampton,2022-06-01,2024-02-01
69808,Ryan Haynes,Newport Co,2019-07-01,2022-06-01
69808,Ryan Haynes,Shrewsbury,2018-06-01,2019-07-01
69808,Ryan Haynes,Cambridge U,2016-02-01,2016-06-01
69808,Ryan Haynes,Coventry,2012-01-01,2018-06-01
97115,Conor Coventry,Charlton,2024-01-01,2024-02-01
97115,Conor Coventry,Rotherham,2023-01-01,2023-05-01
97115,Conor Coventry,MK Dons,2022-01-01,2022-05-01
97115,Conor Coventry,Peterborough,2021-08-01,2022-01-01
97115,Conor Coventry,Lincoln,2020-01-01,2020-07-01
125729,Louie Watson,Charlton,2023-09-01,2024-02-01
125729,Louie Watson,Luton,2022-07-01,2024-02-01
125729,Louie Watson,Derby,2020-10-01,2022-07-01
110166,Cody Gakpo,Liverpool,2023-01-01,2024-02-01
110166,Cody Gakpo,PSV Eindhoven,2018-01-01,2023-01-01
99454,Harvey Gilmour,Rochdale,2023-07-01,2024-02-01
99454,Harvey Gilmour,Halifax,2021-07-01,2023-07-01
99454,Harvey Gilmour,Stockport,2020-08-01,2021-07-01
99454,Harvey Gilmour,Tranmere,2018-07-01,2020-08-01
99454,Harvey Gilmour,Sheff Utd,2016-11-01,2018-07-01
133393,Joseph Budd,Taunton Town,2022-11-01,2024-02-01
133393,Joseph Budd,Bristol R,2020-09-01,2024-02-01
93316,Jordan Gibson,Carlisle,2021-08-01,2024-02-01
93316,Jordan Gibson,Sligo Rovers,2021-01-01,2021-08-01
93316,Jordan Gibson,St Patrick's,2020-07-01,2021-01-01
93316,Jordan Gibson,Stevenage,2019-02-01,2019-05-01
93316,Jordan Gibson,Bradford,2017-08-01,2020-07-01
88113,Cedric Kipre,Cardiff,2022-07-01,2023-05-01
88113,Cedric Kipre,Charleroi,2021-02-01,2021-06-01
88113,Cedric Kipre,West Brom,2020-09-01,2024-02-01
88113,Cedric Kipre,Wigan,2018-08-01,2020-09-01
88113,Cedric Kipre,Motherwell,2017-07-01,2018-08-01
88113,Cedric Kipre,Corby,2015-09-01,2016-06-01
123653,Vincent Harper,Exeter,2023-06-01,2024-02-01
123653,Vincent Harper,Eastleigh,2021-09-01,2023-06-01
123653,Vincent Harper,Chippenham,2021-08-01,2021-09-01
123653,Vincent Harper,Bath City,2020-01-01,2021-06-01
123653,Vincent Harper,Gloucester,2019-07-01,2020-01-01
144383,Josh Brooking,Chelsea,2022-12-01,2024-02-01
144383,Josh Brooking,Chelsea ,2021-07-01,2024-02-01
73285,Max O Leary,Shrewsbury,2019-07-01,2020-07-01
73285,Max O Leary,Solihull M,2017-11-01,2018-06-01
73285,Max O Leary,Bath City,2016-08-01,2017-06-01
73285,Max O Leary,Kidderminster,2016-03-01,2016-04-01
77500,Krystian Bielik,Birmingham,2023-06-01,2024-02-01
77500,Krystian Bielik,Birmingham,2022-07-01,2023-05-01
77500,Krystian Bielik,Derby,2019-08-01,2023-06-01
77500,Krystian Bielik,Charlton,2018-08-01,2019-06-01
77500,Krystian Bielik,Walsall,2018-01-01,2018-06-01
77500,Krystian Bielik,Birmingham,2017-01-01,2017-05-01
77500,Krystian Bielik,Arsenal,2015-01-01,2019-08-01
77500,Krystian Bielik,Legia Warsaw,2014-08-01,2015-01-01
62298,Alex Pritchard,Birmingham,2024-02-01,2024-02-01
62298,Alex Pritchard,Sunderland,2021-07-01,2024-02-01
62298,Alex Pritchard,Huddersfield,2018-01-01,2021-07-01
62298,Alex Pritchard,Norwich,2016-08-01,2018-01-01
62298,Alex Pritchard,West Brom,2016-02-01,2016-06-01
62298,Alex Pritchard,Brentford,2014-07-01,2015-05-01
62298,Alex Pritchard,Swindon,2013-07-01,2014-04-01
62298,Alex Pritchard,Peterborough,2013-01-01,2013-05-01
133477,Sonny Cox,Yeovil,2023-11-01,2023-12-01
133477,Sonny Cox,Bath City,2022-12-01,2023-04-01
133477,Sonny Cox,Exeter,2020-09-01,2024-02-01
137139,Daniel Jebbison,Burton,2021-08-01,2022-02-01
137139,Daniel Jebbison,Chorley,2020-12-01,2021-04-01
86854,Connor Roberts,Leeds,2024-02-01,2024-02-01
86854,Connor Roberts,Burnley,2021-08-01,2024-02-01
86854,Connor Roberts,Middlesbrough,2017-07-01,2018-01-01
86854,Connor Roberts,Bristol R,2016-08-01,2016-12-01
86854,Connor Roberts,Yeovil,2015-07-01,2016-06-01
79782,Joe Williams,Bristol C,2020-08-01,2024-02-01
79782,Joe Williams,Wigan,2019-07-01,2020-08-01
79782,Joe Williams,Bolton,2018-08-01,2019-05-01
79782,Joe Williams,Barnsley,2017-07-01,2018-06-01
141362,Romaine Mundle,Sunderland,2024-02-01,2024-02-01
141362,Romaine Mundle,St Liege,2023-07-01,2024-02-01
141362,Romaine Mundle,Tottenham,2021-07-01,2023-07-01
141362,Romaine Mundle,Tottenham ,2021-07-01,2023-06-01
56764,Josh Mc Eachran,Oxford,2023-06-01,2024-02-01
56764,Josh Mc Eachran,MK Dons,2021-03-01,2023-06-01
56764,Josh Mc Eachran,Birmingham,2019-09-01,2021-01-01
56764,Josh Mc Eachran,Brentford,2015-07-01,2019-09-01
56764,Josh Mc Eachran,Vitesse Arn.,2014-08-01,2015-06-01
56764,Josh Mc Eachran,Wigan,2014-01-01,2014-05-01
56764,Josh Mc Eachran,Watford,2013-09-01,2014-01-01
56764,Josh Mc Eachran,Middlesbrough,2012-08-01,2013-05-01
56764,Josh Mc Eachran,Swansea,2012-01-01,2012-05-01
82294,Adam May,Cambridge U,2020-09-01,2024-02-01
82294,Adam May,Boreham W,2020-02-01,2020-07-01
82294,Adam May,Swindon,2019-07-01,2020-01-01
82294,Adam May,Aldershot,2018-09-01,2019-01-01
82294,Adam May,Sutton Utd,2016-10-01,2017-06-01
82294,Adam May,Gosport Bor,2015-10-01,2016-06-01
165942,Jamie Donley,Tottenham,2022-12-01,2024-02-01
165942,Jamie Donley,Tottenham ,2022-08-01,2024-02-01
69527,Pierre Emile Hojbjerg,Tottenham,2020-08-01,2024-02-01
69527,Pierre Emile Hojbjerg,Southampton,2016-07-01,2020-08-01
69527,Pierre Emile Hojbjerg,Schalke,2015-08-01,2016-06-01
69527,Pierre Emile Hojbjerg,Augsburg,2015-01-01,2015-06-01
69527,Pierre Emile Hojbjerg,B Munich,2013-03-01,2016-07-01
77954,Obbi Oulare,RWDM,2022-01-01,2022-05-01
77954,Obbi Oulare,Barnsley,2021-07-01,2024-02-01
77954,Obbi Oulare,St Liege,2018-08-01,2021-07-01
77954,Obbi Oulare,Royal Antwerp,2017-07-01,2018-06-01
77954,Obbi Oulare,Willem II,2017-01-01,2017-05-01
77954,Obbi Oulare,Waregem,2016-07-01,2017-01-01
77954,Obbi Oulare,Watford,2015-09-01,2018-08-01
77954,Obbi Oulare,Club Brugge,2014-09-01,2015-09-01
36330,Ashley Young,Everton,2023-07-01,2024-02-01
36330,Ashley Young,Aston Villa,2021-06-01,2023-07-01
36330,Ashley Young,Inter,2020-01-01,2021-06-01
36330,Ashley Young,Man Utd,2011-06-01,2020-01-01
36330,Ashley Young,Aston Villa,2007-01-01,2011-06-01
126163,Dan Martin,Accrington,2019-10-01,2024-02-01
114367,Aji Alese,Sunderland,2022-07-01,2024-02-01
114367,Aji Alese,Cambridge U,2021-02-01,2021-06-01
114367,Aji Alese,Accrington,2019-09-01,2020-07-01
33817,James Milner,Brighton,2023-06-01,2024-02-01
33817,James Milner,Liverpool,2015-06-01,2023-06-01
33817,James Milner,Man City,2010-08-01,2015-06-01
33817,James Milner,Aston Villa,2008-08-01,2010-08-01
33817,James Milner,Aston Villa,2005-08-01,2006-05-01
33817,James Milner,Newcastle,2004-07-01,2008-08-01
33817,James Milner,Swindon,2003-09-01,2003-10-01
118188,Oisin Mc Entee,Walsall,2022-05-01,2024-02-01
118188,Oisin Mc Entee,Morton,2021-09-01,2022-05-01
118188,Oisin Mc Entee,N'castle ,2019-01-01,2022-05-01
49461,Luke Waterfall,Hartlepool,2024-01-01,2024-02-01
49461,Luke Waterfall,Grimsby,2019-08-01,2024-01-01
49461,Luke Waterfall,Shrewsbury,2018-08-01,2019-08-01
49461,Luke Waterfall,Lincoln,2015-06-01,2018-08-01
49461,Luke Waterfall,Wrexham,2015-01-01,2015-04-01
49461,Luke Waterfall,Mansfield,2014-11-01,2015-01-01
49461,Luke Waterfall,Macclesfield,2014-08-01,2014-11-01
49461,Luke Waterfall,Scunthorpe,2013-06-01,2015-01-01
49461,Luke Waterfall,Gainsborough,2012-07-01,2013-06-01
49461,Luke Waterfall,Ilkeston,2009-08-01,2012-07-01
49461,Luke Waterfall,Altrincham,2008-10-01,2009-05-01
50130,Michael Smith,Sheff Wed,2022-06-01,2024-02-01
50130,Michael Smith,Rotherham,2018-01-01,2022-06-01
50130,Michael Smith,Bury,2017-08-01,2018-01-01
50130,Michael Smith,Northampton,2017-01-01,2017-05-01
50130,Michael Smith,Portsmouth,2016-06-01,2017-08-01
50130,Michael Smith,Portsmouth,2016-02-01,2016-05-01
50130,Michael Smith,Barnsley,2015-09-01,2016-01-01
50130,Michael Smith,Swindon,2014-01-01,2016-06-01
50130,Michael Smith,AFC W'bledon,2013-07-01,2014-01-01
50130,Michael Smith,Colchester,2013-03-01,2013-04-01
50130,Michael Smith,Newport Co,2012-11-01,2013-01-01
50130,Michael Smith,Accrington,2012-01-01,2012-03-01
50130,Michael Smith,Charlton,2011-08-01,2014-01-01
50130,Michael Smith,Darlington (old),2008-08-01,2011-08-01
139918,Marcelino Nunez,Norwich,2022-08-01,2024-02-01
139918,Marcelino Nunez,Univ Catolica,2020-01-01,2022-08-01
183209,Kwaku Donkor,Blackpool,2023-09-01,2024-02-01
106667,Steven Sessegnon,Wigan,2023-08-01,2024-02-01
106667,Steven Sessegnon,Charlton,2022-07-01,2023-05-01
106667,Steven Sessegnon,Plymouth,2022-01-01,2022-05-01
106667,Steven Sessegnon,Bristol C,2020-09-01,2021-06-01
134572,Alfie Pond,Stockport,2023-08-01,2024-02-01
134572,Alfie Pond,Wolves,2023-08-01,2024-02-01
134572,Alfie Pond,Wolves ,2022-09-01,2024-02-01
134572,Alfie Pond,Yeovil,2022-08-01,2022-09-01
134572,Alfie Pond,Exeter,2020-10-01,2022-08-01
159502,Lewis Billington,Crewe,2022-04-01,2024-02-01
122120,Adil Aouchiche,Sunderland,2023-09-01,2024-02-01
122120,Adil Aouchiche,Lorient,2022-09-01,2023-09-01
122120,Adil Aouchiche,St-Etienne,2020-07-01,2022-09-01
122120,Adil Aouchiche,Paris St-G.,2019-07-01,2020-07-01
144039,Ben Radcliffe,Derby,2023-07-01,2024-02-01
144039,Ben Radcliffe,Banbury,2022-08-01,2023-01-01
144039,Ben Radcliffe,Burton,2021-08-01,2023-07-01
114854,Joe Gelhardt,Sunderland,2023-01-01,2023-05-01
114854,Joe Gelhardt,Leeds ,2020-10-01,2023-07-01
114854,Joe Gelhardt,Leeds,2020-08-01,2024-02-01
114854,Joe Gelhardt,Wigan,2018-08-01,2020-08-01
144503,Tom Stokes,Newport Co,2021-08-01,2024-02-01
123378,Brandon Williams,Ipswich,2023-08-01,2024-02-01
123378,Brandon Williams,Norwich,2021-08-01,2022-06-01
123378,Brandon Williams,Man Utd,2019-09-01,2024-02-01
123378,Brandon Williams,Man Utd ,2019-08-01,2021-07-01
104454,Eddie Nketiah,Leeds,2019-08-01,2020-01-01
104454,Eddie Nketiah,Arsenal ,2016-09-01,2024-02-01
114193,Peter Kioso,Peterborough,2023-07-01,2024-01-01
114193,Peter Kioso,Rotherham,2022-06-01,2024-02-01
114193,Peter Kioso,MK Dons,2021-08-01,2022-01-01
114193,Peter Kioso,Northampton,2021-01-01,2021-06-01
114193,Peter Kioso,Bolton,2020-10-01,2021-01-01
114193,Peter Kioso,Luton,2020-01-01,2022-06-01
114193,Peter Kioso,Hartlepool,2018-07-01,2020-01-01
100669,Sean Longstaff,N'castle ,2018-08-01,2024-02-01
100669,Sean Longstaff,Blackpool,2017-07-01,2018-06-01
100669,Sean Longstaff,Kilmarnock,2017-01-01,2017-06-01
134630,Will Goodwin,Oxford,2024-01-01,2024-02-01
134630,Will Goodwin,Cheltenham,2023-01-01,2024-01-01
134630,Will Goodwin,Torquay,2022-07-01,2023-01-01
134630,Will Goodwin,Hartlepool,2021-08-01,2022-06-01
134630,Will Goodwin,Stoke,2021-02-01,2023-01-01
134630,Will Goodwin,Chester,2020-06-01,2022-07-01
136035,Charlie O Connell,Woking,2023-09-01,2023-11-01
136035,Charlie O Connell,Woking,2022-12-01,2023-05-01
136035,Charlie O Connell,Peterborough,2020-11-01,2024-02-01
108800,Anthony Scully,Portsmouth,2023-06-01,2024-02-01
108800,Anthony Scully,Wigan,2022-09-01,2023-06-01
108800,Anthony Scully,Lincoln,2020-02-01,2022-09-01
94740,Harry Smith,Sutton Utd,2023-06-01,2024-02-01
94740,Harry Smith,Barnet,2023-02-01,2023-05-01
94740,Harry Smith,Exeter,2022-09-01,2022-10-01
94740,Harry Smith,Leyton Orient,2021-07-01,2023-06-01
94740,Harry Smith,Motherwell,2021-01-01,2021-06-01
94740,Harry Smith,Northampton,2019-05-01,2021-07-01
94740,Harry Smith,Macclesfield,2018-07-01,2019-05-01
94740,Harry Smith,Swindon,2017-07-01,2017-12-01
186179,Joshua Adepoju,MK Dons,2023-11-01,2024-02-01
59605,Josh Vela,Carlisle,2024-01-01,2024-02-01
59605,Josh Vela,Fleetwood,2022-07-01,2024-01-01
59605,Josh Vela,Shrewsbury,2020-01-01,2022-07-01
59605,Josh Vela,Hibernian,2019-07-01,2020-01-01
59605,Josh Vela,Notts Co,2014-03-01,2014-05-01
69864,Liam Mc Alinden,Wrexham,2021-07-01,2024-02-01
69864,Liam Mc Alinden,Morecambe,2020-08-01,2021-07-01
69864,Liam Mc Alinden,Stockport,2020-01-01,2020-07-01
69864,Liam Mc Alinden,Halifax,2019-08-01,2020-08-01
69864,Liam Mc Alinden,Kidderminster,2019-01-01,2019-02-01
69864,Liam Mc Alinden,Brackley,2018-12-01,2019-01-01
69864,Liam Mc Alinden,Cheltenham,2018-07-01,2019-08-01
69864,Liam Mc Alinden,Exeter,2016-07-01,2018-07-01
69864,Liam Mc Alinden,Crawley,2016-03-01,2016-06-01
69864,Liam Mc Alinden,Shrewsbury,2015-07-01,2016-01-01
69864,Liam Mc Alinden,Fleetwood,2015-01-01,2015-04-01
69864,Liam Mc Alinden,Fleetwood,2014-10-01,2014-11-01
69864,Liam Mc Alinden,Shrewsbury,2013-10-01,2013-12-01
166950,Josh Keyes,Swindon,2022-09-01,2024-02-01
53118,Kieran Trippier,Newcastle,2022-01-01,2024-02-01
53118,Kieran Trippier,Atl Madrid,2019-07-01,2022-01-01
53118,Kieran Trippier,Tottenham,2015-06-01,2019-07-01
53118,Kieran Trippier,Burnley,2012-01-01,2015-06-01
53118,Kieran Trippier,Burnley,2011-07-01,2012-01-01
53118,Kieran Trippier,Barnsley,2010-08-01,2011-05-01
53118,Kieran Trippier,Barnsley,2010-02-01,2010-06-01
85336,Christopher Nkunku,Chelsea,2023-06-01,2024-02-01
85336,Christopher Nkunku,RB Leipzig,2019-07-01,2023-06-01
85336,Christopher Nkunku,Paris St-G.,2015-07-01,2019-07-01
133572,Liam Ravenhill,Spennymoor,2023-02-01,2023-03-01
133572,Liam Ravenhill,Blyth Sptns,2022-10-01,2022-11-01
133572,Liam Ravenhill,Telford,2021-10-01,2022-01-01
133572,Liam Ravenhill,Doncaster,2020-09-01,2024-02-01
87759,David Brooks,Southampton,2024-01-01,2024-02-01
87759,David Brooks,Bournemouth,2018-07-01,2024-02-01
87759,David Brooks,Sheff Utd,2016-01-01,2018-07-01
181159,Jordan Thomas,Cheltenham,2024-02-01,2024-02-01
181159,Jordan Thomas,Bath City,2023-07-01,2024-02-01
117316,Daniel Neill,Sunderland,2018-11-01,2024-02-01
143686,Ben Pleavin,Accrington,2021-07-01,2024-02-01
172184,Mason Cotcher,Sunderland,2023-01-01,2024-02-01
183614,Alfie Cunningham,Exeter,2023-09-01,2024-02-01
182814,Jakub Kruszynski,Mansfield,2023-08-01,2024-02-01
102690,Josh Bowler,Cardiff,2023-08-01,2024-02-01
102690,Josh Bowler,Blackpool,2023-01-01,2023-05-01
102690,Josh Bowler,Olympiakos,2022-09-01,2023-01-01
102690,Josh Bowler,Nottm Forest,2022-09-01,2024-02-01
102690,Josh Bowler,Blackpool,2021-07-01,2022-09-01
102690,Josh Bowler,Hull,2019-07-01,2020-08-01
102690,Josh Bowler,Everton,2017-07-01,2021-06-01
189362,Jack Matthews,Plymouth,2023-07-01,2024-02-01
122100,Nuno Tavares,Nottm Forest,2023-09-01,2024-02-01
122100,Nuno Tavares,Marseille,2022-07-01,2023-06-01
122100,Nuno Tavares,Arsenal,2021-07-01,2024-02-01
122100,Nuno Tavares,Benfica,2019-07-01,2021-07-01
121589,Ilia Gruev,Leeds,2023-08-01,2024-02-01
121589,Ilia Gruev,W Bremen,2019-07-01,2023-08-01
115892,Jasper Moon,Burton,2023-07-01,2024-02-01
115892,Jasper Moon,Burton,2023-01-01,2023-06-01
115892,Jasper Moon,York,2019-03-01,2019-06-01
115892,Jasper Moon,Barnsley,2018-07-01,2023-07-01
71608,Manolis Siopis,Cardiff,2023-08-01,2024-02-01
71608,Manolis Siopis,Trabzonspor,2021-08-01,2023-08-01
71608,Manolis Siopis,Alanyaspor,2019-07-01,2021-08-01
71608,Manolis Siopis,Aris Salonika,2018-07-01,2019-07-01
71608,Manolis Siopis,Panionios,2017-08-01,2018-06-01
71608,Manolis Siopis,Olympiakos,2017-08-01,2018-07-01
71608,Manolis Siopis,Panionios,2014-08-01,2017-08-01
71608,Manolis Siopis,Platanias,2013-08-01,2014-05-01
71608,Manolis Siopis,Olympiakos,2013-07-01,2014-08-01
41576,Rory Mc Ardle,Harrogate,2021-07-01,2024-02-01
41576,Rory Mc Ardle,Exeter,2020-08-01,2021-07-01
41576,Rory Mc Ardle,Scunthorpe,2017-06-01,2020-08-01
41576,Rory Mc Ardle,Bradford,2012-06-01,2017-06-01
41576,Rory Mc Ardle,Aberdeen,2010-05-01,2012-06-01
41576,Rory Mc Ardle,Rochdale,2007-01-01,2010-05-01
41576,Rory Mc Ardle,Rochdale,2006-11-01,2007-01-01
41576,Rory Mc Ardle,Rochdale,2005-08-01,2006-03-01
114049,Isaac Olaofe,Stockport,2023-01-01,2024-02-01
114049,Isaac Olaofe,Sutton Utd,2021-08-01,2022-05-01
114049,Isaac Olaofe,Sutton Utd,2020-10-01,2021-06-01
114049,Isaac Olaofe,St Johnstone,2020-07-01,2020-10-01
114049,Isaac Olaofe,Sutton Utd,2020-02-01,2020-06-01
78221,Liam Shephard,Salford,2021-06-01,2024-02-01
78221,Liam Shephard,Newport Co,2020-09-01,2021-06-01
78221,Liam Shephard,Forest Green,2018-06-01,2020-09-01
78221,Liam Shephard,Peterborough,2017-07-01,2018-06-01
78221,Liam Shephard,Yeovil,2016-07-01,2017-06-01
78221,Liam Shephard,Yeovil,2016-03-01,2016-06-01
78221,Liam Shephard,Yeovil,2015-01-01,2015-05-01
128859,Jeriel Dorsett,Kilmarnock,2022-08-01,2023-05-01
128859,Jeriel Dorsett,Rochdale,2021-08-01,2022-06-01
128859,Jeriel Dorsett,Reading,2019-07-01,2024-02-01
63197,Brendan Galloway,Plymouth,2021-07-01,2024-02-01
63197,Brendan Galloway,Luton,2019-07-01,2021-07-01
63197,Brendan Galloway,Sunderland ,2017-10-01,2018-06-01
63197,Brendan Galloway,Sunderland,2017-07-01,2018-06-01
63197,Brendan Galloway,West Brom,2016-08-01,2017-05-01
63197,Brendan Galloway,Everton,2014-08-01,2019-07-01
87398,Louis John,Sutton Utd,2020-02-01,2024-02-01
87398,Louis John,Sutton Utd,2019-11-01,2020-02-01
87398,Louis John,Cambridge U,2018-07-01,2020-02-01
87398,Louis John,Ebbsfleet,2016-11-01,2017-06-01
87398,Louis John,Hampton & R,2016-08-01,2017-01-01
87398,Louis John,Hemel,2015-12-01,2016-06-01
87398,Louis John,Sutton Utd,2014-07-01,2018-07-01
67029,Robin Olsen,Aston Villa,2022-06-01,2024-02-01
67029,Robin Olsen,Aston Villa,2022-01-01,2022-06-01
67029,Robin Olsen,Sheff Utd,2021-08-01,2021-11-01
67029,Robin Olsen,Everton,2020-10-01,2021-06-01
67029,Robin Olsen,Cagliari,2019-08-01,2020-08-01
67029,Robin Olsen,Roma,2018-08-01,2022-06-01
67029,Robin Olsen,Copenhagen,2016-07-01,2018-06-01
67029,Robin Olsen,Copenhagen,2016-01-01,2016-06-01
67029,Robin Olsen,PAOK Salonika,2015-07-01,2018-08-01
67029,Robin Olsen,Malmo,2012-08-01,2015-07-01
108565,Ruel Sotiriou,Dover,2019-11-01,2020-07-01
108565,Ruel Sotiriou,Hampton & R,2019-02-01,2019-07-01
108565,Ruel Sotiriou,Chelmsford,2018-10-01,2019-01-01
69101,Aaron Mc Gowan,Northampton,2021-07-01,2024-02-01
69101,Aaron Mc Gowan,Kilmarnock,2020-07-01,2021-07-01
69101,Aaron Mc Gowan,Hamilton,2018-07-01,2020-07-01
87929,Jacob Bruun Larsen,Burnley,2023-07-01,2024-02-01
87929,Jacob Bruun Larsen,Anderlecht,2021-01-01,2021-06-01
87929,Jacob Bruun Larsen,Hoffenheim,2020-01-01,2024-02-01
87929,Jacob Bruun Larsen,Stuttgart,2018-01-01,2018-06-01
87929,Jacob Bruun Larsen,B Dortmund,2015-09-01,2020-01-01
89571,Rodri,Man City,2019-07-01,2024-02-01
89571,Rodri,Atl Madrid,2018-07-01,2019-07-01
185681,Donovan Lescott,Blackpool,2023-11-01,2024-02-01
182603,Harley Hunt,Swindon,2023-08-01,2024-02-01
40621,Anthony Grant,Crawley,2023-08-01,2024-02-01
40621,Anthony Grant,Crawley,2023-03-01,2023-06-01
40621,Anthony Grant,Scunthorpe,2022-01-01,2022-05-01
40621,Anthony Grant,Swindon,2020-01-01,2023-03-01
40621,Anthony Grant,Swindon,2019-09-01,2020-01-01
40621,Anthony Grant,Shrewsbury,2018-08-01,2020-01-01
40621,Anthony Grant,Peterborough,2017-01-01,2018-08-01
40621,Anthony Grant,Port Vale,2015-06-01,2017-01-01
40621,Anthony Grant,Crewe,2013-07-01,2015-06-01
40621,Anthony Grant,Stevenage,2012-06-01,2013-07-01
40621,Anthony Grant,Southend,2008-08-01,2012-06-01
40621,Anthony Grant,Southend,2008-01-01,2008-04-01
40621,Anthony Grant,Luton,2007-11-01,2008-01-01
40621,Anthony Grant,Wycombe,2006-07-01,2007-05-01
40621,Anthony Grant,Oldham,2006-01-01,2006-02-01
182798,Emilio Ballard Matthews,Wolves,2023-08-01,2024-02-01
144841,Taylor Foran,Hartlepool,2023-01-01,2023-05-01
144841,Taylor Foran,Arsenal,2022-12-01,2024-02-01
144841,Taylor Foran,Arsenal ,2021-09-01,2024-02-01
145322,Caden Kelly,Sunderland,2021-10-01,2024-02-01
99990,Mallik Wilks,Sheff Wed,2022-08-01,2024-02-01
